Wall time,Step,Value
1775426690.3856215,3328,2186.0
1775426753.396266,3329,2235.0
1775426815.463074,3330,2233.0
1775426879.5340607,3331,2151.0
1775426930.0657496,3332,1740.0
1775426981.1446955,3333,1834.0
1775427047.1831958,3334,2329.0
1775427101.92787,3335,2012.0
1775427155.7422416,3336,1977.0
1775427210.2376914,3337,2029.0
1775427254.5721116,3338,1622.0
1775427304.8533945,3339,1824.0
1775427349.6738422,3340,1661.0
1775429748.0347738,3341,1212.0
1775429805.6867857,3342,1824.0
1775429865.1211154,3343,2003.0
1775429919.0352204,3344,1785.0
1775429993.2859964,3345,2421.0
1775430051.2672508,3346,1982.0
1775430117.6324742,3347,2202.0
1775430182.0719647,3348,2016.0
1775430234.8631806,3349,1748.0
1775430297.0577214,3350,2066.0
1775430357.6571238,3351,2014.0
1775430398.136643,3352,1382.0
1775430470.880874,3353,2306.0
1775430529.4720502,3354,2056.0
1775430586.7234497,3355,1964.0
1775430643.8862476,3356,1926.0
1775430698.297433,3357,1854.0
1775430760.7530797,3358,2110.0
1775430830.8766532,3359,2204.0
1775430899.0293236,3360,2160.0
1775430956.8434591,3361,1890.0
1775431031.2094548,3362,2534.0
1775431100.9536335,3363,2383.0
1775431160.2149491,3364,2034.0
1775431204.808356,3365,1654.0
1775431261.602987,3366,1933.0
1775431327.7812347,3367,2277.0
1775431383.3111048,3368,1947.0
1775431451.3766875,3369,2398.0
1775431511.940107,3370,2155.0
1775431567.6685205,3371,1977.0
1775431628.36896,3372,2083.0
1775431682.2691233,3373,1910.0
1775431744.871999,3374,2179.0
1775431791.3259494,3375,1666.0
1775431843.5939195,3376,1926.0
1775431904.819025,3377,2135.0
1775431965.633782,3378,2124.0
1775432009.6392376,3379,1514.0
1775432069.4954896,3380,2171.0
1775432119.9799914,3381,1836.0
1775432173.1300573,3382,1928.0
1775432231.0706213,3383,2100.0
1775432291.8537898,3384,2145.0
1775432350.6678596,3385,2150.0
1775432410.3830857,3386,2198.0
1775432467.5109808,3387,2099.0
1775432532.1856883,3388,2321.0
1775432590.447255,3389,2116.0
1775432642.0485194,3390,1808.0
1775432692.185277,3391,1816.0
1775432749.4862387,3392,1999.0
1775432816.33135,3393,2330.0
1775432871.4222052,3394,1936.0
1775432931.8772652,3395,2165.0
1775432989.896006,3396,2151.0
1775433053.4507635,3397,2285.0
1775433105.822776,3398,1883.0
1775433162.0842342,3399,1979.0
1775433218.9853814,3400,2030.0
1775433270.3256888,3401,1848.0
1775433323.5117223,3402,2006.0
1775433380.9573178,3403,1979.0
1775433441.0008113,3404,2165.0
1775433485.8277483,3405,1654.0
1775433525.2301137,3406,1468.0
1775433571.6661549,3407,1619.0
1775433616.9892492,3408,1637.0
1775433655.74561,3409,1462.0
1775433681.131347,3410,993.0
1775433738.5346,3411,2055.0
1775433788.0547814,3412,1800.0
1775433831.7958279,3413,1620.0
1775433887.067294,3414,1949.0
1775433942.5174456,3415,1987.0
1775433986.3167486,3416,1602.0
1775434045.8866417,3417,2113.0
1775434092.9634483,3418,1716.0
